Geography,Geographic Area Name,Population, MedianIncome ,Pct100kPlus,TotalSalaryPopulation,100k+,125Kk+,150k+,200k+, MedianHomeValue ,PctRenter,TotalRentersPopulation,OwnerOccupied,RenterOccupied,PctBAPlus
860Z200US10598,ZCTA5 10598,"28,894"," $ 163,040.00 ",69.9%,"10,299",807,681,"1,508","4,203"," $ 591,300.00 ",11.5%,10299,9113,118600.00%,53.9%
860Z200US10601,ZCTA5 10601,"10,860"," $ 90,733.00 ",47.3%,"5,313",375,432,636,"1,071"," $ 396,800.00 ",62.3%,5313,2003,331000.00%,46.3%
860Z200US10603,ZCTA5 10603,"19,201"," $ 121,450.00 ",54.4%,"7,277",399,641,691,"2,231"," $ 499,600.00 ",37.1%,7277,4577,270000.00%,43.3%
860Z200US10604,ZCTA5 10604,"12,192"," $ 111,131.00 ",54.2%,"4,273",392,341,432,"1,153"," $ 814,600.00 ",46.3%,4273,2296,197700.00%,46.1%
860Z200US10605,ZCTA5 10605,"19,371"," $ 145,587.00 ",64.1%,"7,933",610,640,872,"2,963"," $ 761,200.00 ",25.5%,7933,5909,202400.00%,56.4%
860Z200US10606,ZCTA5 10606,"17,556"," $ 114,956.00 ",55.6%,"6,420",716,711,534,"1,608"," $ 667,900.00 ",62.4%,6420,2411,400900.00%,39.0%
860Z200US10607,ZCTA5 10607,"6,222"," $ 161,250.00 ",66.1%,"2,224",112,211,236,911," $ 624,300.00 ",17.1%,2224,1844,38000.00%,46.1%
860Z200US10701,ZCTA5 10701,"70,054"," $ 63,310.00 ",34.2%,"27,163","2,173","2,274","1,966","2,881"," $ 412,900.00 ",72.2%,27163,7563,1960000.00%,28.2%
860Z200US10703,ZCTA5 10703,"22,135"," $ 74,940.00 ",39.4%,"7,553",659,360,735,"1,225"," $ 477,500.00 ",46.0%,7553,4080,347300.00%,24.8%
860Z200US10704,ZCTA5 10704,"31,844"," $ 110,097.00 ",55.2%,"12,032","1,918",981,"2,015","1,733"," $ 508,100.00 ",36.7%,12032,7622,441000.00%,35.3%
860Z200US10705,ZCTA5 10705,"40,390"," $ 68,616.00 ",38.4%,"14,995","1,833",694,"1,151","2,078"," $ 445,600.00 ",63.6%,14995,5453,954200.00%,28.4%
860Z200US10706,ZCTA5 10706,"9,119"," $ 177,031.00 ",73.0%,"3,357",286,261,363,"1,539"," $ 866,200.00 ",20.4%,3357,2673,68400.00%,60.3%
860Z200US10707,ZCTA5 10707,"9,755"," $ 141,837.00 ",64.1%,"3,957",289,409,633,"1,204"," $ 718,400.00 ",43.7%,3957,2227,173000.00%,55.4%
860Z200US10708,ZCTA5 10708,"21,946"," $ 121,107.00 ",58.4%,"9,425",895,547,"1,237","2,821"," $ 496,800.00 ",24.4%,9425,7122,230300.00%,56.5%
860Z200US10709,ZCTA5 10709,"10,274"," $ 175,424.00 ",69.2%,"3,690",262,171,582,"1,538"," $ 844,000.00 ",22.7%,3690,2851,83900.00%,61.2%
860Z200US10710,ZCTA5 10710,"25,684"," $ 100,783.00 ",50.5%,"9,979","1,204",716,935,"2,184"," $ 534,000.00 ",29.3%,9979,7060,291900.00%,42.6%
860Z200US10801,ZCTA5 10801,"41,984"," $ 83,534.00 ",44.2%,"16,030","1,388",938,"1,361","3,394"," $ 555,000.00 ",61.1%,16030,6237,979300.00%,38.7%
860Z200US10803,ZCTA5 10803,"13,096"," $ 212,288.00 ",80.9%,"4,239",326,188,645,"2,269"," $ 961,300.00 ",19.2%,4239,3423,81600.00%,61.1%
860Z200US10804,ZCTA5 10804,"15,228"," $ 220,089.00 ",76.0%,"5,267",319,271,526,"2,885"," $ 894,100.00 ",5.1%,5267,4996,27100.00%,65.8%
860Z200US10805,ZCTA5 10805,"21,230"," $ 89,964.00 ",47.7%,"8,530",985,762,957,"1,362"," $ 338,100.00 ",57.1%,8530,3663,486700.00%,30.9%
860Z200US10901,ZCTA5 10901,"26,224"," $ 114,651.00 ",53.8%,"9,273",814,797,"1,316","2,065"," $ 490,700.00 ",27.3%,9273,6737,253600.00%,43.2%
860Z200US10910,ZCTA5 10910,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US10911,ZCTA5 10911,18,,100.0%,8,8,0,0,0,,100.0%,8,0,800.00%,55.6%
860Z200US10913,ZCTA5 10913,"5,333"," $ 175,000.00 ",69.6%,"1,518",132,81,144,699," $ 621,600.00 ",2.6%,1518,1479,3900.00%,44.8%
860Z200US10914,ZCTA5 10914,691,,26.9%,156,0,0,42,0," $ 440,500.00 ",0.0%,156,156,0.00%,54.3%
860Z200US10915,ZCTA5 10915,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US10916,ZCTA5 10916,"4,531"," $ 115,227.00 ",55.2%,"1,468",163,101,355,191," $ 468,000.00 ",7.3%,1468,1361,10700.00%,40.6%
860Z200US10917,ZCTA5 10917,"1,575"," $ 126,522.00 ",75.8%,480,96,62,89,117," $ 553,000.00 ",12.1%,480,422,5800.00%,43.3%
860Z200US10918,ZCTA5 10918,"11,937"," $ 147,011.00 ",63.3%,"4,185",372,198,"1,048","1,030"," $ 424,700.00 ",18.2%,4185,3423,76200.00%,39.5%
860Z200US10919,ZCTA5 10919,"1,383"," $ 106,185.00 ",66.8%,539,215,35,64,46," $ 418,800.00 ",0.0%,539,539,0.00%,44.3%
860Z200US10920,ZCTA5 10920,"8,493"," $ 143,672.00 ",69.7%,"2,869",237,384,398,980," $ 533,800.00 ",11.3%,2869,2545,32400.00%,49.4%
860Z200US10921,ZCTA5 10921,"4,358"," $ 107,500.00 ",57.4%,"1,564",287,146,167,298," $ 375,200.00 ",14.7%,1564,1334,23000.00%,29.3%
860Z200US10922,ZCTA5 10922,"1,072"," $ 88,516.00 ",48.3%,543,64,17,41,140," $ 381,500.00 ",47.1%,543,287,25600.00%,28.5%
860Z200US10923,ZCTA5 10923,"9,188"," $ 95,769.00 ",49.4%,"2,866",291,244,471,409," $ 459,100.00 ",38.1%,2866,1775,109100.00%,35.7%
860Z200US10924,ZCTA5 10924,"13,612"," $ 114,567.00 ",53.9%,"4,671",394,380,549,"1,197"," $ 433,600.00 ",21.1%,4671,3687,98400.00%,38.7%
860Z200US10925,ZCTA5 10925,"4,440"," $ 89,313.00 ",47.4%,"1,755",195,153,122,361," $ 342,600.00 ",19.1%,1755,1420,33500.00%,33.9%
860Z200US10926,ZCTA5 10926,"3,741"," $ 98,135.00 ",46.6%,"1,409",130,188,98,240," $ 319,000.00 ",34.4%,1409,925,48400.00%,38.3%
860Z200US10927,ZCTA5 10927,"12,273"," $ 67,447.00 ",31.1%,"3,910",271,204,322,419," $ 361,800.00 ",48.3%,3910,2020,189000.00%,23.8%
860Z200US10928,ZCTA5 10928,"5,273"," $ 96,106.00 ",48.1%,"2,277",238,283,370,205," $ 307,800.00 ",40.6%,2277,1352,92500.00%,31.9%
860Z200US10930,ZCTA5 10930,"10,342"," $ 141,893.00 ",59.9%,"3,423",138,273,696,944," $ 399,700.00 ",7.6%,3423,3164,25900.00%,47.2%
860Z200US10931,ZCTA5 10931,"1,170"," $ 81,406.00 ",36.3%,383,41,13,39,46," $ 467,600.00 ",47.0%,383,203,18000.00%,27.9%
860Z200US10932,ZCTA5 10932,14,,0.0%,7,0,0,0,0,,0.0%,7,7,0.00%,0.0%
860Z200US10933,ZCTA5 10933,312,,45.5%,99,10,30,0,5," $ 231,400.00 ",29.3%,99,70,2900.00%,28.6%
860Z200US10940,ZCTA5 10940,"53,099"," $ 87,198.00 ",43.6%,"18,680","1,848","1,812","2,263","2,229"," $ 301,400.00 ",36.4%,18680,11883,679700.00%,22.4%
860Z200US10941,ZCTA5 10941,"14,761"," $ 95,938.00 ",48.7%,"5,428",932,366,781,564," $ 325,700.00 ",40.7%,5428,3221,220700.00%,29.8%
860Z200US10950,ZCTA5 10950,"65,391"," $ 77,123.00 ",41.0%,"16,009","1,653","1,017","1,798","2,092"," $ 458,800.00 ",37.7%,16009,9966,604300.00%,24.2%
860Z200US10952,ZCTA5 10952,"47,169"," $ 70,696.00 ",35.9%,"11,031",768,731,"1,126","1,336"," $ 786,300.00 ",56.7%,11031,4778,625300.00%,23.0%
860Z200US10953,ZCTA5 10953,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US10954,ZCTA5 10954,"27,474"," $ 112,927.00 ",56.6%,"9,590","1,065",778,"1,158","2,425"," $ 502,300.00 ",31.2%,9590,6597,299300.00%,43.6%
860Z200US10956,ZCTA5 10956,"31,420"," $ 179,060.00 ",72.3%,"9,592",760,676,"1,473","4,026"," $ 629,200.00 ",6.1%,9592,9009,58300.00%,53.4%
860Z200US10958,ZCTA5 10958,"2,717"," $ 156,250.00 ",63.5%,816,57,41,132,288," $ 369,600.00 ",8.0%,816,751,6500.00%,26.8%
860Z200US10960,ZCTA5 10960,"15,277"," $ 126,404.00 ",62.4%,"6,212",740,427,530,"2,181"," $ 662,600.00 ",44.4%,6212,3455,275700.00%,52.8%
860Z200US10962,ZCTA5 10962,"4,921"," $ 171,389.00 ",67.9%,"1,646",130,119,211,658," $ 653,300.00 ",13.1%,1646,1430,21600.00%,49.2%
860Z200US10963,ZCTA5 10963,"3,940"," $ 79,265.00 ",41.6%,"1,178",93,117,123,157," $ 313,400.00 ",32.2%,1178,799,37900.00%,15.9%
860Z200US10964,ZCTA5 10964,"1,395",,75.7%,514,135,0,41,213," $ 686,600.00 ",7.8%,514,474,4000.00%,45.1%
860Z200US10965,ZCTA5 10965,"15,526"," $ 136,970.00 ",63.8%,"5,605",392,743,699,"1,741"," $ 560,200.00 ",23.9%,5605,4264,134100.00%,45.5%
860Z200US10968,ZCTA5 10968,"2,406"," $ 132,105.00 ",63.6%,"1,122",117,126,138,333," $ 615,700.00 ",36.2%,1122,716,40600.00%,53.8%
860Z200US10969,ZCTA5 10969,"1,333"," $ 154,127.00 ",72.0%,425,7,52,125,122," $ 397,700.00 ",4.0%,425,408,1700.00%,26.5%
860Z200US10970,ZCTA5 10970,"11,636"," $ 118,445.00 ",55.8%,"3,959",363,471,620,757," $ 362,800.00 ",22.2%,3959,3082,87700.00%,39.2%
860Z200US10973,ZCTA5 10973,"2,300"," $ 133,508.00 ",60.5%,755,67,50,87,253," $ 379,400.00 ",13.2%,755,655,10000.00%,40.5%
860Z200US10974,ZCTA5 10974,"3,324"," $ 112,404.00 ",62.5%,"1,228",213,99,138,318," $ 429,600.00 ",16.8%,1228,1022,20600.00%,39.6%
860Z200US10975,ZCTA5 10975,254," $ 102,608.00 ",52.0%,125,65,0,0,0," $ 208,900.00 ",63.2%,125,46,7900.00%,6.3%
860Z200US10976,ZCTA5 10976,"2,215"," $ 95,956.00 ",48.3%,603,44,0,94,153," $ 658,300.00 ",36.8%,603,381,22200.00%,48.9%
860Z200US10977,ZCTA5 10977,"71,465"," $ 77,724.00 ",41.3%,"16,360","1,864","1,241","1,388","2,258"," $ 602,300.00 ",54.1%,16360,7507,885300.00%,21.2%
860Z200US10979,ZCTA5 10979,84,,0.0%,43,0,0,0,0,,0.0%,43,43,0.00%,0.0%
860Z200US10980,ZCTA5 10980,"13,793"," $ 125,333.00 ",62.4%,"4,816",591,416,837,"1,161"," $ 475,200.00 ",12.6%,4816,4207,60900.00%,35.2%
860Z200US10983,ZCTA5 10983,"5,489"," $ 178,664.00 ",75.4%,"1,899",138,190,332,771," $ 593,200.00 ",7.5%,1899,1757,14200.00%,57.4%
860Z200US10984,ZCTA5 10984,"2,760"," $ 109,583.00 ",53.3%,916,86,56,95,251," $ 541,700.00 ",8.6%,916,837,7900.00%,37.3%
860Z200US10985,ZCTA5 10985,18,,100.0%,6,0,0,0,6,,0.0%,6,6,0.00%,50.0%
860Z200US10986,ZCTA5 10986,"1,402",,49.2%,592,11,39,56,185," $ 594,700.00 ",14.2%,592,508,8400.00%,37.3%
860Z200US10987,ZCTA5 10987,"4,041"," $ 164,063.00 ",67.4%,"1,446",116,85,129,645," $ 682,800.00 ",20.8%,1446,1145,30100.00%,43.8%
860Z200US10988,ZCTA5 10988,684," $ 104,615.00 ",55.9%,222,55,10,14,45," $ 319,600.00 ",39.6%,222,134,8800.00%,31.3%
860Z200US10989,ZCTA5 10989,"8,410"," $ 131,501.00 ",65.3%,"3,179",341,361,371,"1,004"," $ 512,700.00 ",11.6%,3179,2810,36900.00%,53.0%
860Z200US10990,ZCTA5 10990,"20,370"," $ 123,199.00 ",60.0%,"7,774",823,703,"1,066","2,069"," $ 462,100.00 ",22.7%,7774,6013,176100.00%,46.9%
860Z200US10992,ZCTA5 10992,"10,412"," $ 113,450.00 ",59.5%,"3,303",470,288,706,501," $ 389,300.00 ",16.5%,3303,2758,54500.00%,29.7%
860Z200US10993,ZCTA5 10993,"4,230"," $ 65,250.00 ",38.0%,"1,462",112,138,149,156," $ 323,600.00 ",43.4%,1462,828,63400.00%,22.1%
860Z200US10994,ZCTA5 10994,"5,925"," $ 166,838.00 ",65.9%,"2,131",155,95,292,863," $ 618,900.00 ",2.6%,2131,2075,5600.00%,55.0%
860Z200US10996,ZCTA5 10996,"6,549"," $ 139,700.00 ",75.3%,"1,118",144,236,181,281,,100.0%,1118,0,111800.00%,75.4%
860Z200US10998,ZCTA5 10998,"3,676"," $ 117,212.00 ",66.0%,"1,203",218,160,167,249," $ 442,200.00 ",13.7%,1203,1038,16500.00%,40.0%
860Z200US11001,ZCTA5 11001,"25,714"," $ 144,755.00 ",68.2%,"8,508","1,077",613,"1,305","2,809"," $ 714,600.00 ",14.4%,8508,7283,122500.00%,49.6%
860Z200US11003,ZCTA5 11003,"44,716"," $ 123,000.00 ",63.9%,"12,068","1,773",978,"2,133","2,823"," $ 576,500.00 ",19.5%,12068,9710,235800.00%,31.0%
860Z200US11004,ZCTA5 11004,"14,296"," $ 109,865.00 ",55.4%,"5,093",759,372,959,729," $ 661,900.00 ",30.5%,5093,3539,155400.00%,41.9%
860Z200US11005,ZCTA5 11005,"2,195"," $ 91,719.00 ",49.4%,"1,535",109,131,141,377," $ 620,200.00 ",3.8%,1535,1476,5900.00%,63.1%
860Z200US11010,ZCTA5 11010,"25,618"," $ 140,686.00 ",64.4%,"8,380",841,783,"1,279","2,496"," $ 647,300.00 ",16.0%,8380,7038,134200.00%,35.0%
860Z200US11020,ZCTA5 11020,"5,986"," $ 169,265.00 ",72.1%,"1,770",70,159,274,773," $ 1,155,600.00 ",13.6%,1770,1530,24000.00%,53.6%
860Z200US11021,ZCTA5 11021,"19,474"," $ 122,390.00 ",57.7%,"8,116",687,544,"1,039","2,409"," $ 734,200.00 ",31.7%,8116,5541,257500.00%,55.3%
860Z200US11023,ZCTA5 11023,"9,824"," $ 151,544.00 ",67.6%,"3,117",266,273,346,"1,223"," $ 1,143,800.00 ",18.3%,3117,2547,57000.00%,55.5%
860Z200US11024,ZCTA5 11024,"8,821"," $ 170,476.00 ",71.6%,"2,166",82,246,410,812," $ 1,633,700.00 ",18.1%,2166,1775,39100.00%,45.6%
860Z200US11030,ZCTA5 11030,"17,703"," $ 247,393.00 ",79.2%,"6,035",445,310,368,"3,657"," $ 1,800,900.00 ",10.3%,6035,5414,62100.00%,67.8%
860Z200US11040,ZCTA5 11040,"42,344"," $ 153,511.00 ",71.4%,"13,884","1,664","1,167","2,148","4,931"," $ 795,300.00 ",11.2%,13884,12326,155800.00%,51.8%
860Z200US11042,ZCTA5 11042,232,,,0,0,0,0,0,,,0,0,0.00%,2.6%
860Z200US11050,ZCTA5 11050,"32,657"," $ 153,819.00 ",64.1%,"11,656",811,708,"1,270","4,682"," $ 990,800.00 ",30.0%,11656,8161,349500.00%,57.1%
860Z200US11096,ZCTA5 11096,"9,897"," $ 88,160.00 ",42.7%,"2,553",349,158,169,413," $ 604,900.00 ",51.0%,2553,1252,130100.00%,27.0%
860Z200US11101,ZCTA5 11101,"39,007"," $ 116,807.00 ",55.3%,"19,049","1,588","1,570","1,986","5,395"," $ 995,500.00 ",84.0%,19049,3043,1600600.00%,58.8%
860Z200US11102,ZCTA5 11102,"28,349"," $ 102,996.00 ",51.1%,"13,176","1,454",982,"2,025","2,271"," $ 779,800.00 ",85.4%,13176,1923,1125300.00%,55.1%
860Z200US11103,ZCTA5 11103,"35,357"," $ 92,787.00 ",46.1%,"16,211","1,881","1,377","1,850","2,370"," $ 1,003,500.00 ",83.5%,16211,2676,1353500.00%,49.5%
860Z200US11104,ZCTA5 11104,"26,825"," $ 84,716.00 ",42.3%,"12,234","1,545",842,"1,342","1,445"," $ 665,700.00 ",78.5%,12234,2627,960700.00%,48.2%
860Z200US11105,ZCTA5 11105,"38,507"," $ 100,306.00 ",50.1%,"16,068","1,787","1,400","2,031","2,838"," $ 1,089,000.00 ",76.0%,16068,3855,1221300.00%,50.7%
860Z200US11106,ZCTA5 11106,"40,657"," $ 85,573.00 ",43.7%,"18,970","1,699","1,441","2,436","2,706"," $ 639,200.00 ",82.8%,18970,3264,1570600.00%,49.2%
860Z200US11109,ZCTA5 11109,"7,388"," $ 198,773.00 ",79.0%,"3,638",225,351,505,"1,792"," $ 526,000.00 ",80.0%,3638,729,290900.00%,75.5%
860Z200US11201,ZCTA5 11201,"69,251"," $ 169,285.00 ",69.0%,"33,141","2,185","2,607","3,930","14,137"," $ 1,131,700.00 ",64.5%,33141,11776,2136500.00%,68.9%
860Z200US11203,ZCTA5 11203,"76,853"," $ 68,028.00 ",32.0%,"30,149","2,504","2,126","2,209","2,798"," $ 677,700.00 ",60.6%,30149,11890,1825900.00%,24.8%
860Z200US11204,ZCTA5 11204,"81,368"," $ 67,588.00 ",30.9%,"25,306","2,485","1,431","2,316","1,598"," $ 1,097,200.00 ",64.7%,25306,8943,1636300.00%,29.1%
860Z200US11205,ZCTA5 11205,"50,205"," $ 86,753.00 ",46.8%,"17,272","1,082","1,406","1,737","3,866"," $ 892,800.00 ",71.0%,17272,5007,1226500.00%,48.8%
860Z200US11206,ZCTA5 11206,"89,231"," $ 57,280.00 ",32.6%,"33,696","3,074","1,947","2,515","3,441"," $ 822,100.00 ",89.1%,33696,3670,3002600.00%,34.6%
860Z200US11207,ZCTA5 11207,"93,445"," $ 55,419.00 ",26.1%,"35,309","2,808","1,688","2,423","2,296"," $ 657,400.00 ",73.1%,35309,9492,2581700.00%,18.8%
860Z200US11208,ZCTA5 11208,"106,901"," $ 59,988.00 ",28.0%,"34,486","3,419","1,783","2,346","2,115"," $ 638,200.00 ",74.1%,34486,8921,2556500.00%,15.5%
860Z200US11209,ZCTA5 11209,"70,756"," $ 92,656.00 ",47.2%,"30,376","3,315","2,553","3,183","5,272"," $ 905,700.00 ",64.2%,30376,10879,1949700.00%,47.3%
860Z200US11210,ZCTA5 11210,"60,398"," $ 83,261.00 ",42.5%,"21,440","2,297","2,069","1,977","2,774"," $ 817,600.00 ",57.7%,21440,9075,1236500.00%,36.6%
860Z200US11211,ZCTA5 11211,"65,691"," $ 105,183.00 ",51.3%,"27,497","1,629","1,773","2,982","7,734"," $ 1,118,600.00 ",83.6%,27497,4520,2297700.00%,50.7%
860Z200US11212,ZCTA5 11212,"87,946"," $ 40,060.00 ",16.5%,"32,588","1,313","1,372","1,595","1,103"," $ 549,400.00 ",86.2%,32588,4512,2807600.00%,15.9%
860Z200US11213,ZCTA5 11213,"69,630"," $ 62,040.00 ",33.0%,"27,060","2,323","1,934","2,177","2,485"," $ 1,184,400.00 ",84.5%,27060,4189,2287100.00%,32.2%
860Z200US11214,ZCTA5 11214,"88,994"," $ 64,286.00 ",33.1%,"31,006","2,634","1,792","2,677","3,174"," $ 1,007,400.00 ",66.1%,31006,10520,2048600.00%,30.9%
860Z200US11215,ZCTA5 11215,"70,922"," $ 180,773.00 ",72.9%,"29,747","2,683","1,778","3,990","13,240"," $ 1,674,700.00 ",59.1%,29747,12162,1758500.00%,70.5%
860Z200US11216,ZCTA5 11216,"59,913"," $ 95,000.00 ",47.9%,"26,664","2,472","2,183","2,940","5,170"," $ 1,398,400.00 ",76.7%,26664,6207,2045700.00%,53.0%
860Z200US11217,ZCTA5 11217,"42,569"," $ 158,314.00 ",64.2%,"19,543","1,581",919,"2,134","7,916"," $ 1,614,200.00 ",71.1%,19543,5640,1390300.00%,65.0%
860Z200US11218,ZCTA5 11218,"71,313"," $ 95,916.00 ",48.1%,"26,053","2,327","2,162","2,771","5,262"," $ 914,300.00 ",62.1%,26053,9880,1617300.00%,46.9%
860Z200US11219,ZCTA5 11219,"94,737"," $ 55,685.00 ",25.9%,"24,476","1,666","1,197","1,764","1,701"," $ 1,086,000.00 ",74.0%,24476,6363,1811300.00%,20.3%
860Z200US11220,ZCTA5 11220,"90,792"," $ 64,201.00 ",29.6%,"28,336","2,360","1,512","2,092","2,412"," $ 1,021,200.00 ",72.4%,28336,7824,2051200.00%,24.0%
860Z200US11221,ZCTA5 11221,"90,750"," $ 85,122.00 ",42.5%,"36,032","3,937","2,847","3,760","4,755"," $ 1,061,400.00 ",78.3%,36032,7804,2822800.00%,40.1%
860Z200US11222,ZCTA5 11222,"41,418"," $ 123,963.00 ",60.5%,"20,277","2,219","1,729","2,926","5,396"," $ 1,245,600.00 ",82.3%,20277,3586,1669100.00%,60.9%
860Z200US11223,ZCTA5 11223,"78,566"," $ 63,950.00 ",34.0%,"26,433","2,406","1,714","2,309","2,561"," $ 1,063,200.00 ",64.2%,26433,9453,1698000.00%,32.1%
860Z200US11224,ZCTA5 11224,"48,469"," $ 41,449.00 ",21.9%,"19,991",909,"1,044","1,069","1,348"," $ 512,900.00 ",71.7%,19991,5654,1433700.00%,31.8%
860Z200US11225,ZCTA5 11225,"56,544"," $ 85,201.00 ",41.3%,"24,747","2,439","2,343","2,162","3,273"," $ 1,218,300.00 ",81.6%,24747,4544,2020300.00%,44.7%
860Z200US11226,ZCTA5 11226,"100,022"," $ 81,084.00 ",40.8%,"39,305","4,737","2,636","3,754","4,897"," $ 866,300.00 ",86.5%,39305,5303,3400200.00%,34.6%
860Z200US11228,ZCTA5 11228,"42,325"," $ 80,737.00 ",42.4%,"15,105","1,404",901,"1,619","2,485"," $ 1,131,700.00 ",45.3%,15105,8259,684600.00%,34.5%
860Z200US11229,ZCTA5 11229,"79,802"," $ 72,556.00 ",37.8%,"30,924","2,840","2,087","2,498","4,267"," $ 812,200.00 ",53.0%,30924,14541,1638300.00%,38.9%
860Z200US11230,ZCTA5 11230,"88,252"," $ 69,522.00 ",33.7%,"31,802","3,181","1,732","2,061","3,743"," $ 863,400.00 ",70.3%,31802,9452,2235000.00%,40.5%
860Z200US11231,ZCTA5 11231,"39,704"," $ 138,485.00 ",60.2%,"16,810","1,116","1,094","1,900","6,013"," $ 1,678,900.00 ",69.0%,16810,5203,1160700.00%,62.4%
860Z200US11232,ZCTA5 11232,"26,681"," $ 87,517.00 ",42.8%,"9,336",720,561,"1,019","1,697"," $ 782,500.00 ",75.8%,9336,2258,707800.00%,32.6%
860Z200US11233,ZCTA5 11233,"82,711"," $ 62,034.00 ",31.2%,"32,784","2,577","2,402","2,575","2,685"," $ 1,013,000.00 ",76.9%,32784,7573,2521100.00%,31.2%
860Z200US11234,ZCTA5 11234,"87,778"," $ 94,434.00 ",46.2%,"32,178","3,140","2,690","3,392","5,643"," $ 746,800.00 ",32.7%,32178,21652,1052600.00%,36.9%
860Z200US11235,ZCTA5 11235,"81,958"," $ 61,689.00 ",33.2%,"35,333","2,530","2,013","2,963","4,215"," $ 723,900.00 ",63.0%,35333,13081,2225200.00%,46.5%
860Z200US11236,ZCTA5 11236,"95,174"," $ 82,813.00 ",40.2%,"33,318","3,620","2,789","3,163","3,833"," $ 710,300.00 ",49.5%,33318,16816,1650200.00%,27.2%
860Z200US11237,ZCTA5 11237,"45,233"," $ 82,570.00 ",38.0%,"17,723","1,703","1,268","1,915","1,853"," $ 1,063,700.00 ",88.7%,17723,2001,1572200.00%,39.6%
860Z200US11238,ZCTA5 11238,"58,462"," $ 132,957.00 ",61.5%,"27,371","2,465","2,192","3,640","8,528"," $ 1,146,000.00 ",71.9%,27371,7691,1968000.00%,64.1%
860Z200US11239,ZCTA5 11239,"16,047"," $ 35,675.00 ",16.5%,"8,320",514,227,408,227," $ 580,400.00 ",92.5%,8320,625,769500.00%,21.8%
860Z200US11249,ZCTA5 11249,"45,353"," $ 121,400.00 ",57.8%,"17,621","1,518","1,224","1,777","5,674"," $ 1,326,700.00 ",82.9%,17621,3019,1460200.00%,54.6%
860Z200US11354,ZCTA5 11354,"52,325"," $ 62,833.00 ",31.0%,"21,275","1,805","1,433","1,941","1,422"," $ 521,000.00 ",59.4%,21275,8641,1263400.00%,30.9%
860Z200US11355,ZCTA5 11355,"79,802"," $ 53,700.00 ",25.3%,"30,651","2,381","1,602","1,799","1,972"," $ 711,500.00 ",70.0%,30651,9185,2146600.00%,22.1%
860Z200US11356,ZCTA5 11356,"26,956"," $ 91,445.00 ",46.1%,"8,372",812,"1,066","1,094",889," $ 893,100.00 ",50.8%,8372,4122,425000.00%,24.1%
860Z200US11357,ZCTA5 11357,"42,341"," $ 97,754.00 ",48.9%,"15,755","1,698","1,345","1,679","2,983"," $ 920,200.00 ",23.7%,15755,12027,372800.00%,34.4%
860Z200US11358,ZCTA5 11358,"36,496"," $ 88,729.00 ",43.4%,"13,209","1,340",908,"1,461","2,029"," $ 967,200.00 ",39.7%,13209,7966,524300.00%,34.6%
860Z200US11359,ZCTA5 11359,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US11360,ZCTA5 11360,"19,510"," $ 100,250.00 ",50.0%,"8,822",686,783,"1,371","1,573"," $ 692,600.00 ",24.7%,8822,6639,218300.00%,46.0%
860Z200US11361,ZCTA5 11361,"30,402"," $ 108,391.00 ",54.4%,"11,229","1,524",998,"1,353","2,239"," $ 900,700.00 ",39.6%,11229,6782,444700.00%,44.7%
860Z200US11362,ZCTA5 11362,"18,156"," $ 118,989.00 ",59.6%,"7,093",960,591,"1,287","1,390"," $ 634,500.00 ",22.8%,7093,5477,161600.00%,47.0%
860Z200US11363,ZCTA5 11363,"7,515"," $ 110,833.00 ",53.5%,"2,890",302,180,372,691," $ 1,019,400.00 ",28.2%,2890,2076,81400.00%,45.7%
860Z200US11364,ZCTA5 11364,"36,417"," $ 101,222.00 ",50.5%,"13,753","1,786","1,104","1,626","2,426"," $ 770,100.00 ",29.4%,13753,9710,404300.00%,45.1%
860Z200US11365,ZCTA5 11365,"43,258"," $ 85,375.00 ",41.7%,"16,024","1,558","1,506","1,685","1,929"," $ 911,800.00 ",51.9%,16024,7701,832300.00%,36.5%
860Z200US11366,ZCTA5 11366,"12,967"," $ 117,402.00 ",56.3%,"4,518",395,613,713,823," $ 950,200.00 ",31.9%,4518,3078,144000.00%,46.2%
860Z200US11367,ZCTA5 11367,"42,210"," $ 75,804.00 ",40.9%,"14,716","1,647",853,"1,700","1,815"," $ 519,800.00 ",52.1%,14716,7050,766600.00%,42.4%
860Z200US11368,ZCTA5 11368,"107,060"," $ 71,798.00 ",33.0%,"29,859","3,395","2,247","2,195","2,029"," $ 751,700.00 ",77.9%,29859,6590,2326900.00%,13.6%
860Z200US11369,ZCTA5 11369,"33,354"," $ 80,577.00 ",39.1%,"10,131","1,086","1,123",914,842," $ 734,900.00 ",44.6%,10131,5611,452000.00%,23.2%
860Z200US11370,ZCTA5 11370,"28,762"," $ 74,895.00 ",41.4%,"8,764","1,160",714,899,854," $ 843,600.00 ",51.3%,8764,4266,449800.00%,23.3%
860Z200US11371,ZCTA5 11371,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US11372,ZCTA5 11372,"66,995"," $ 77,133.00 ",37.5%,"25,384","2,212","1,664","2,570","3,069"," $ 454,400.00 ",65.4%,25384,8773,1661100.00%,32.8%
